Handicapped Parking Permit No. 73504
Handicapped Parking Permit No. 78122
Handicapped Parking Permit No. 76989
Handicapped Parking Permit No. 20291 
Handicapped Parking Permit No. 76176
Handicapped Parking Permit No. 78161
Handicapped Parking Permit No. 71076
Handicapped Parking Permit No. 10151
Handicapped Parking Permit No. 71086
Handicapped Parking Permit No. 76157
Handicapped Parking Permit No. 58607
Loading/Standing/Tow Zone(s) at 3537 N Clark
Handicapped Parking Permit No. 73509
Handicapped Parking Permit No. 73512
Handicapped Parking Permit No. 73513
Handicapped Parking Permit No. 68113
Handicapped Parking Permit No. 76242
Handicapped Parking Permit No. 34414
Handicapped Parking Permit No. 21855
Handicapped Parking Permit No. 77104
Handicapped Parking Permit No. 66715
Loading/Standing/Tow Zone(s) at 2033 N Western Ave
Handicapped Parking Permit No. 72263
Handicapped Parking Permit No. 68765
Handicapped Parking Permit No. 70201
Handicapped Parking Permit No. 71032
Handicapped Parking Permit No. 68943
Handicapped Parking Permit No. 68926
Handicapped Parking Permit No. 68928
Handicapped Parking Permit No. 71028
Handicapped Parking Permit No. 77854
Handicapped Parking Permit No. 76940
Handicapped Parking Permit No. 76930
Zoning Reclassification Map No. 5-F at 317-357 W Belden Ave
Handicapped Parking Permit No. 76255
Handicapped Parking Permit No. 71090
Handicapped Parking Permit No. 71650
Loading/Standing/Tow Zone(s) at 1626 S Halsted St
Loading/Standing/Tow Zone(s) at 1720 N California Ave
Handicapped Parking Permit No. 78135
Handicapped Parking Permit No. 49833
Handicapped Parking Permit No. 71844
Handicapped Parking Permit No. 66036
Handicapped Parking Permit No. 66046
Handicapped Parking Permit No. 71820
Handicapped Parking Permit No. 66056
Handicapped Parking Permit No. 17265
Handicapped Parking Permit No. 72542
Handicapped Parking Permit No. 77483
Handicapped Parking Permit No. 69879
Handicapped Parking Permit No. 72871
Handicapped Parking Permit No. 52600
Handicapped Parking Permit No. 71950
Handicapped Parking Permit No. 77713
Handicapped Parking Permit No. 33430
Handicapped Parking Permit No. 71260
Handicapped Parking Permit No. 53470
Handicapped Parking Permit No. 71951
Handicapped Parking Permit No. 68480
Handicapped Parking Permit No. 68487
Handicapped Parking Permit No. 68638
Handicapped Parking Permit No. 71933
Handicapped Parking Permit No. 71940
Handicapped Parking Permit No. 56034
Handicapped Parking Permit No. 75919
Handicapped Parking Permit No. 76123
Handicapped Parking Permit No. 76327
Handicapped Parking Permit No. 77507
Handicapped Parking Permit No. 75946
Handicapped Parking Permit No. 73636
Handicapped Parking Permit No. 75945
Handicapped Parking Permit No. 14554
Handicapped Parking Permit No. 69544
Handicapped Parking Permit No. 77017
Handicapped Parking Permit No. 77012
Handicapped Parking Permit No. 78127
Handicapped Parking Permit No. 73312
Handicapped Parking Permit No. 78132
Handicapped Parking Permit No. 74734
Handicapped Parking Permit No. 78129
Handicapped Parking Permit No. 78122
Handicapped Parking Permit No. 37555
Handicapped Parking Permit No. 77866
Handicapped Parking Permit No. 73164
Handicapped Parking Permit No. 69639
Handicapped Parking Permit No. 38743
Handicapped Parking Permit No. 69663
Zoning Reclassification Map No. 7-G at 2600-2714 N Halsted St and 801-819 W Diversey Pkwy
Handicapped Parking Permit No. 73362
Handicapped Parking Permit No. 73361
Handicapped Parking Permit No. 77471
Handicapped Parking Permit No. 77479
Handicapped Parking Permit No. 77475
Handicapped Parking Permit No. 77495
Handicapped Parking Permit No. 7194
Handicapped Parking Permit No. 56038
Handicapped Parking Permit No. 31764
Handicapped Parking Permit No. 13865
Handicapped Parking Permit No. 50808
Handicapped Parking Permit No. 3762
Handicapped Parking Permit No. 47538
Handicapped Parking Permit No. 68601
Handicapped Parking Permit No. 72905
Handicapped Parking Permit No. 76998
Loading/Standing/Tow Zone(s) at 2032 W  Irving Park Rd
Handicapped Parking Permit No. 0000000156
Handicapped Parking Permit No. 73110
Handicapped Parking Permit No. 69412
Handicapped Parking Permit No. 58547
Handicapped Parking Permit No. 41097
Handicapped Parking Permit No. 71244
Handicapped Parking Permit No. 73510
Handicapped Parking Permit No. 73527
Handicapped Parking Permit No. 73523
Handicapped Parking Permit No. 73518
Handicapped Parking Permit No. 73526
Handicapped Parking Permit No. 73525
Handicapped Parking Permit No. 43516
Handicapped Parking Permit No. 72903
Handicapped Parking Permit No. 70885
Handicapped Parking Permit No. 65029
Handicapped Parking Permit No. 71300
Handicapped Parking Permit No. 72619
Handicapped Parking Permit No. 71057
Handicapped Parking Permit No. 71018
Handicapped Parking Permit No. 77449
Handicapped Parking Permit No. 65653
Handicapped Parking Permit No. 71367
Handicapped Parking Permit No. 77956
Handicapped Parking Permit No. 27654
Handicapped Parking Permit No. 48822
Handicapped Parking Permit No. 77477
Handicapped Parking Permit No. 71058
Handicapped Parking Permit No. 38333
Handicapped Parking Permit No. 14640
Handicapped Parking Permit No. 77267
Handicapped Parking Permit No. 71689
Handicapped Parking Permit No. 77153
Handicapped Parking Permit No. 63390
Handicapped Parking Permit No. 11703
Handicapped Parking Permit No. 71830
Loading/Standing/Tow Zone(s) at 1442 W Fullerton Ave
Loading/Standing/Tow Zone(s) at 1820 W Webster Ave
Handicapped Parking Permit No. 69726
Handicapped Parking Permit No. 78166
Handicapped Parking Permit No. 46138
Handicapped Parking Permit No. 51708
Handicapped Parking Permit No. 77911
Handicapped Parking Permit No. 73381
Handicapped Parking Permit No. 69310
Handicapped Parking Permit No. 73378
Handicapped Parking Permit No. 76646
Handicapped Parking Permit No. 76632
Handicapped Parking Permit No. 77111
Handicapped Parking Permit No. 77110
Handicapped Parking Permit No. 78095
Handicapped Parking Permit No. 67467
Handicapped Parking Permit No. 77744
Handicapped Parking Permit No. 69238
Handicapped Parking Permit No. 73087
Loading/Standing/Tow Zone(s) at 2366-2370 N Neva Ave
Handicapped Parking Permit No. 73717
Handicapped Parking Permit No. 70570
Handicapped Parking Permit No. 76121
Handicapped Parking Permit No. 78136
Handicapped Parking Permit No. 42693
Zoning Reclassification Map No. 15-G at W Bryn Mawr Ave and N Sheridan Rd
Zoning Reclassification Map No. 14-K at 5825 S Kostner Ave and 5801-5857 S Kostner Ave
Handicapped Parking Permit No. 18081
Handicapped Parking Permit No. 73296
Loading/Standing/Tow Zone(s) at 5708-5712 N Clark St.
Handicapped Parking Permit No. 77033
Loading/Standing/Tow Zone(s) at 1120 N State St
"Loading/Standing/Tow Zone(s) at 160 West Adams St 
"
Handicapped Parking Permit No. 29126
Handicapped Parking Permit No. 77826
Handicapped Parking Permit No. 30128
Handicapped Parking Permit No. 77509
Handicapped Parking Permit No. 75873
Handicapped Parking Permit No. 73208
Handicapped Parking Permit No. 64502
Handicapped Parking Permit No. 77274
Handicapped Parking Permit No. 25439
Handicapped Parking Permit No. 76879
Handicapped Parking Permit No. 78138
Handicapped Parking Permit No. 32727
Handicapped Parking Permit No. 54528
Handicapped Parking Permit No. 30482
Handicapped Parking Permit No. 77391
Handicapped Parking Permit No. 76520
Loading/Standing/Tow Zone(s) at 725 N Hoyne Ave
Handicapped Parking Permit No. 71882
Handicapped Parking Permit No. 73556
Handicapped Parking Permit No. 78097
Loading/Standing/Tow Zone(s) at 1155 N Winchester
Zoning Reclassification Map No. 6-J at 2221S Lawndale Ave and  2201-2237 S Lawndale Ave
Loading/Standing/Tow Zone(s) at 601 N Wood St
Handicapped Parking Permit No. 1919
Handicapped Parking Permit No. 76765
Zoning Reclassification Map No. 12-M at 5700 W 55th St
Zoning Reclassification Map No. 9-I at 2416-2422 W Addison St
Handicapped Parking Permit No. 74519
Handicapped Parking Permit No. 77469
Handicapped Parking Permit No. 73249
Loading/Standing/Tow Zone(s) at 8248 S Cottage Grove Ave
Loading/Standing/Tow Zone(s) at 441 E 79th St
Handicapped Parking Permit No. 13340
Handicapped Parking Permit No. 26345
Handicapped Parking Permit No. 67703
Handicapped Parking Permit No. 76548
Handicapped Parking Permit No. 76560
Handicapped Parking Permit No. 74140
Loading/Standing/Tow Zone(s) at 8233 S Pulaski Rd
Handicapped Parking Permit No. 70246
Handicapped Parking Permit No. 76564
Loading/Standing/Tow Zone(s) at 3412-3416 W 111th St
Handicapped Parking Permit No. 73052
Loading/Standing/Tow Zone(s) at 1124 W Grand Ave
Handicapped Parking Permit No. 78027 
Handicapped Parking Permit No. 68582
Handicapped Parking Permit No. 77813
Handicapped Parking Permit No. 77818
Handicapped Parking Permit No. 77771
Loading/Standing/Tow Zone(s) at 1026 N Milwaukee Ave
Handicapped Parking Permit No. 13359
Handicapped Parking Permit No. 78042
Handicapped Parking Permit No. 71482
Handicapped Parking Permit No. 77807
Handicapped Parking Permit No. 76667
Handicapped Parking Permit No. 46087
Loading/Standing/Tow Zone(s) at 4432 W Madison St 
Handicapped Parking Permit No. 77349
Handicapped Parking Permit No. 67369
Handicapped Parking Permit No. 73604
Loading/Standing/Tow Zone(s) at 4123 W Madison St
Handicapped Parking Permit No. 73637
Handicapped Parking Permit No. 71848
Handicapped Parking Permit No. 72678
Handicapped Parking Permit No. 77298
Handicapped Parking Permit No. 16154
Handicapped Parking Permit No. 42057
Handicapped Parking Permit No. 47558
Handicapped Parking Permit No. 47561
Handicapped Parking Permit No. 72241
Handicapped Parking Permit No. 76874
Handicapped Parking Permit No. 55378
Handicapped Parking Permit No. 70764
Handicapped Parking Permit No. 72760
Handicapped Parking Permit No. 72776
Handicapped Parking Permit No. 64184
Handicapped Parking Permit No. 70783
Handicapped Parking Permit No. 78024
Handicapped Parking Permit No. 78193
Handicapped Parking Permit No. 67064
Handicapped Parking Permit No. 72770
Handicapped Parking Permit No. 28296
Handicapped Parking Permit No. 73379
Handicapped Parking Permit No. 73378
Loading/Standing/Tow Zone(s) at 5433 W Addison St
Handicapped Parking Permit No. 45233
Handicapped Parking Permit No. 29807
Handicapped Parking Permit No. 73583
Handicapped Parking Permit No. 72870
Handicapped Parking Permit No. 76855
Handicapped Parking Permit No. 74577
Handicapped Parking Permit No. 70019
Handicapped Parking Permit No. 28719
Handicapped Parking Permit No. 73481
Handicapped Parking Permit No. 74758
Handicapped Parking Permit No. 77109
Handicapped Parking Permit No. 74672
Handicapped Parking Permit No. 73515
Loading/Standing/Tow Zone(s) at 5109 N Clark St
Awning(s) for Taylor Street Sub Shop
Loading/Standing/Tow Zone(s) at 3811 N Lincoln Ave
Handicapped Parking Permit No. 51824
Handicapped Parking Permit No. 1166
Handicapped Parking Permit No. 77130
Handicapped Parking Permit No. 73167
Handicapped Parking Permit No. 74238
Handicapped Parking Permit No. 74230
Handicapped Parking Permit No. 76943
Handicapped Parking Permit No. 76624
Handicapped Parking Permit No. 77797
Sidewalk cafe(s) for Starbucks Coffee No. 11751
Handicapped Parking Permit No. 73109
Issuance of special event license(s) and/or permit(s) for Friends of Bridge School annual festival
Issuance of special event license(s) and/or permit(s) for Humboldt Dream Run 5K/10K
Issuance of special event license(s) and/or permit(s) for 5K for Earth Day/Green Living Expo
Residential permit parking at 3900-3945 W 82nd St 
Not-for-profit fee exemption(s) for Fraternite Notre Dame Inc.
"Honorary street designation as ""Honorary David Maring Way"""
Handicapped Parking Permit No. 40126
"Honorary street designation as ""Honorary Bridget Nash Way"""
Handicapped Parking Permit No. 70792
Smart Kiosk Services Installation Pilot Program Ordinance of 2011
Issuance of special event license(s) and/or permit(s) for Stars for 2011 Retro on Roscoe
Issuance of permits for sign(s)/signboard(s) at 1615 N Wells St
Historical landmark designation for Schlitz Brewery-Tied House at 5120 N Broadway
"Zoning Reclassification Map No. 11-L at 4355 N Linder Ave, 4347-4359 N Linder Ave and 5431-5459 W Montrose Ave"
Handicapped Parking Permit No. 77287
Handicapped Parking Permit No. 77289
Handicapped Parking Permit No. 77450
Handicapped Parking Permit No. 76259
Handicapped Parking Permit No. 74763
Handicapped Parking Permit No. 69164
Handicapped Parking Permit No. 67838
Handicapped Parking Permit No. 76727
Handicapped Parking Permit No. 76729
Handicapped Parking Permit No. 76725
Handicapped Parking Permit No. 1803
Handicapped Parking Permit No. 68679
Handicapped Parking Permit No. 72489
Handicapped Parking Permit No. 77072
Handicapped Parking Permit No. 77147
Handicapped Parking Permit No. 58060
Handicapped Parking Permit No. 63774
Handicapped Parking Permit No. 45599
Handicapped Parking Permit No 21833
Handicapped Parking Permit No. 69594
Handicapped Parking Permit No. 78142
Handicapped Parking Permit No. 73309
Handicapped Parking Permit No. 76559
Handicapped Parking Permit No. 5997
Handicapped Parking Permit No. 73731
Handicapped Parking Permit No. 77393
Handicapped Parking Permit No. 21507
Handicapped Parking Permit No. 78140
Handicapped Parking Permit No. 77403
Handicapped Parking Permit No. 45007
Handicapped Parking Permit No. 52471
Handicapped Parking Permit No. 35090
Handicapped Parking Permit No. 74237
Handicapped Parking Permit No. 66423
Handicapped Parking Permit No. 74733
Handicapped Parking Permit No. 74246
Handicapped Parking Permit No. 72097
Handicapped Parking Permit No. 74244
Handicapped Parking Permit No. 71358
Handicapped Parking Permit No. 72136
Handicapped Parking Permit No. 77748
Handicapped Parking Permit No. 73615
Handicapped Parking Permit No. 16460
Handicapped Parking Permit No. 55589
Handicapped Parking Permit No. 77357
Handicapped Parking Permit No. 77858
Handicapped Parking Permit No. 76611
Handicapped Parking Permit No. 58888
Handicapped Parking Permit No. 76620
Handicapped Parking Permit No. 77514
Handicapped Parking Permit No. 31940
Handicapped Parking Permit No. 73394
Handicapped Parking Permit No. 50503
Handicapped Parking Permit No. 73393
Handicapped Parking Permit No. 75863
Handicapped Parking Permit No. 35348
Handicapped Parking Permit No. 74404
Handicapped Parking Permit No. 78182
Handicapped Parking Permit No. 76160
Handicapped Parking Permit No. 76162
Handicapped Parking Permit No. 78181
Handicapped Parking Permit No. 45425
Handicapped Parking Permit No. 77711
Handicapped Parking Permit No. 71529
Handicapped Parking Permit No. 77773
Handicapped Parking Permit No. 77755
Handicapped Parking Permit No. 77751
Handicapped Parking Permit No. 78050
Handicapped Parking Permit No. 77750
Handicapped Parking Permit No. 74482
Handicapped Parking Permit No. 77761
Handicapped Parking Permit No. 73735
Handicapped Parking Permit No. 77760
Handicapped Parking Permit No. 77758
Handicapped Parking Permit No. 78048
Handicapped Parking Permit No. 71480
Handicapped Parking Permit No. 67554
Handicapped Parking Permit No. 70627
Handicapped Parking Permit No. 71470
Handicapped Parking Permit No. 76889
Handicapped Parking Permit No. 73511
Handicapped Parking Permit No. 70754
Handicapped Parking Permit No. 58544
Loading/Standing/Tow Zone(s) at 306 N Halsted St
Handicapped Parking Permit No. 63796
Loading/Standing/Tow Zone(s) at 2001 N Leamington Ave
Handicapped Parking Permit No. 74580
Handicapped Parking Permit No. 74584
Handicapped Parking Permit No. 74399
Sidewalk cafe(s) for O & W Enterprises - 2977 N Elston Ave - Permit No. 1095647
Handicapped Parking Permit No. 15318
Loading/Standing/Tow Zone(s) at 1412-1414 W Morse Ave
Handicapped Parking Permit No. 67801
Handicapped Parking Permit No. 58748
